,ADDRESS_CITY,ADDRESS_NAME,ADDRESS_STATE,ADDRESS_STR1,ADDRESS_STR2,ADDRESS_ZIP,AGCYTYPE,CITY,COMMENT,CONGDIST1,CONGDIST2_18,COUNTY,COUNTYNAME,CSLLEA08_FULLTIME_CIVILIAN,CSLLEA08_FULLTIME_SWORN,CSLLEA08_ID_x,CSLLEA08_ID_y,CSLLEA08_PARTTIME_CIVILIAN,CSLLEA08_PARTTIME_SWORN,CSLLEA_SUB,DISTNAME,FCOUNTY,FIPS_COUNTY,FIPS_ST,FIPS_x,FIPS_y,FPLACE,FSTATE,GOVID,INTPTLAT,INTPTLONG,LEAR_FULLTIME_SWORN,LEAR_ID,LEAR_PARTTIME_SWORN,LEMAS13_FULLTIME_CIVILIAN,LEMAS13_FULLTIME_SWORN,LEMAS13_PARTTIME_CIVILIAN,LEMAS13_PARTTIME_SWORN,LEMAS_ID,LG_NAME,LG_POPULATION,NAME_x,NAME_y,NO_POLICING,Name,ORI7_x,ORI7_y,ORI9,ORI9_x,ORI9_y,PARTOF,PE14_DIVISION_REGION,PE14_FEMALE_CIVILIANS,PE14_FEMALE_OFFICERS,PE14_FEMALE_TOTAL,PE14_MALE_CIVILIANS,PE14_MALE_OFFICERS,PE14_MALE_TOTAL,PE14_MSA,PE14_POPULATION,PE14_TOTAL_EMPLOYEES,REPORT_FLAG,SAMPTYPE,SOURCE,SOURCE_CSLLEA2008,SOURCE_NCIC2012,SOURCE_UCR2010,SOURCE_UCR2011,SOURCE_UCR2012,SOURCE_VENDOR,STATE,STATENAME,STREET_ADDRESS,SUBTYPE1,SUBTYPE2,UA,UANAME,U_CNTY,U_POPGRP,U_STATENO,U_TPOP,ZIP
351,NORTH CALDWELL,NORTH CALDWELL POLICE,NJ,136 GOULD AVENUE, ,07006,0.0,North Caldwell, ,11.0, ,ESSEX COUNTY,ESSEX,5,17,12683150.0,12683150.0,0,0,1.0,District of New Jersey,13.0,13.0,34.0,34013.0,34013,52620.0,34.0,312007010.0,40.787216,-74.246136, ,644899.0, , , , , ,3.12007010026e+15,NORTH CALDWELL BOROUGH,6183.0,NORTH CALDWELL POLICE,NORTH CALDWELL POLICE,False,NORTH CALDWELL PD,NJ00715,NJ00715,NJ0071500,,,0.0,2,2,2,4,3,13,16,605,6665,20,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,136 GOULD AVE,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",7.0,6,29.0,6223.0,07006
352,NORTH HALEDON,NORTH HALEDON POLICE,NJ,103 OVERLOOK AVENUE, ,07508,0.0,North Haledon, ,11.0, ,PASSAIC,PASSAIC,5,18,12373130.0,12373130.0,3,4,1.0,District of New Jersey,31.0,31.0,34.0,34031.0,34031,53040.0,34.0,312016005.0,41.033763,-74.300307, ,644901.0, ,4,18,4,6,3.12016005026e+15,NORTH HALEDON BOROUGH,8417.0,NORTH HALEDON POLICE,NORTH HALEDON POLICE,False,NORTH HALEDON PD,NJ01606,NJ01606,NJ0160600,,,0.0,2,1,1,2,3,16,19,607,8513,21,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,103 OVERLOOK AVE,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",16.0,6,29.0,8474.0,07508
353,BROOKSIDE,MENDHAM TOWNSHIP POLICE,NJ,P.O. BOX 236, ,07926,0.0,Brookside, ,11.0, ,MORRIS,MORRIS,3,15,13652360.0,13652360.0,0,0,1.0,District of New Jersey,27.0,27.0,34.0,34027.0,34027,45360.0,34.0,313014009.0,40.858581,-74.547427, ,644826.0, ,2,14,0,0,3.13014009026e+15,MENDHAM TOWNSHIP,5869.0,MENDHAM TOWNSHIP POLICE,MENDHAM TOWNSHIP POLICE,False,MENDHAM TWP PD,NJ01419,NJ01419,NJ0141900,,,0.0,2,2,0,2,0,14,14,605,5909,16,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,PO BOX 236,888.0,888.0,-1.0,_Not a Census place,14.0,6,29.0,5931.0,07926
354,LINCROFT,BROOKDALE COMMUNITY COLLEGE POLICE,NJ,765 NEWMAN SPRINGS ROAD, ,07738,6.0,, ,4.0, ,,MONMOUTH,,,13584550.0,,,,1.0,District of New Jersey,25.0,25.0,34.0,34025.0,,40320.0,34.0,310000000.0,40.287056,-74.152446,,,,,,,,3.1101301302e+15,State of New Jersey,888888888.0,BROOKDALE COMMUNITY COLLEGE POLICE,,,BROOKDALE COLLEGE PD,NJ01356,,NJ0135600,,,0.0,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.0,,NEW JERSEY,,1.0,12.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",13.0,7,29.0,0.0,
355,BAYONNE,BAYONNE POLICE,NJ,630 AVENUE C, ,07002,0.0,BAYONNE, ,8.0,10,HUDSON,HUDSON,32,212,12443320.0,12443320.0,0,0,1.0,District of New Jersey,17.0,17.0,34.0,34017.0,34017,3580.0,34.0,312009001.0,40.731384,-74.078627, ,644504.0, ,48,174,39,0,3.12009001026e+15,BAYONNE CITY,63024.0,BAYONNE POLICE,BAYONNE POLICE,False,BAYONNE PD,NJ00901,NJ00901,NJ0090100,,,0.0,2,72,13,85,29,162,191,607,65618,276,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,630 AVENUE C,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",9.0,3,29.0,64036.0,07002
356,LONG VALLEY,WASHINGTON TOWNSHIP POLICE,NJ,1 EAST SPRINGTOWN ROAD, ,07853,0.0,Long Valley, ,7.0, ,MORRIS,MORRIS,11,31,12763080.0,12763080.0,6,1,1.0,District of New Jersey,27.0,27.0,34.0,34027.0,34027,77240.0,34.0,313014020.0,40.858581,-74.547427, ,645092.0, ,3,29,5,5,3.13014020026e+15,WASHINGTON TOWNSHIP,18533.0,WASHINGTON TOWNSHIP POLICE,WASHINGTON TOWNSHIP POLICE,False,WASHINGTON TWP PD,NJ01438,NJ01438,NJ0143800,,,0.0,2,1,0,1,1,31,32,605,18787,33,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,1 E SPRINGTOWN RD,888.0,888.0,-1.0,_Not a Census place,14.0,5,29.0,18728.0,07853
357,NEW BRUNSWICK,RUTGERS UNIVERSITY POLICE - NEW BRUNSWICK,NJ,55 COMMERCIAL AVENUE, ,08901,6.0,, ,6.0, ,,MIDDLESEX,,,13094600.0,,,,1.0,District of New Jersey,23.0,23.0,34.0,34023.0,,51210.0,34.0,310000000.0,40.439593,-74.407585,,,,,,,,3.1000000002e+15,State of New Jersey,888888888.0,RUTGERS UNIVERSITY POLICE - NEW BRUNSWICK,,,RUTGERS UNIVERSITY PD,NJ01230,,NJ0123000,,,0.0,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.0,,NEW JERSEY,,1.0,11.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",12.0,7,29.0,0.0,
358,HADDONFIELD,HADDONFIELD POLICE,NJ,242 KINGS HIGHWAY EAST, ,08033,0.0,Haddonfield, ,1.0, ,CAMDEN,CAMDEN,2,22,12833270.0,12833270.0,0,0,1.0,District of New Jersey,7.0,7.0,34.0,34007.0,34007,28770.0,34.0,312004013.0,39.802352,-74.961251, ,644698.0, , , , , ,-1.0,HADDONFIELD BOROUGH,11593.0,HADDONFIELD POLICE,HADDONFIELD POLICE,False,HADDONFIELD PD,NJ00417,NJ00417,NJ0041700,,,0.0,2,2,1,3,0,20,20,654,11506,23,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,242 KINGS HWY E,888.0,888.0,69076.0,"Philadelphia, PA--NJ--DE--MD Urbanized Area",4.0,5,29.0,11639.0,08033
359,FLEMINGTON,FLEMINGTON BOROUGH POLICE,NJ,100 MAIN STREET, ,08822,0.0,Flemington, ,7.0, ,HUNTERDON,HUNTERDON,1,15,11393270.0,11393270.0,0,2,1.0,District of New Jersey,19.0,19.0,34.0,34019.0,34019,23700.0,34.0,312010004.0,40.565283,-74.911969, ,644657.0, , , , , ,-1.0,FLEMINGTON BOROUGH,4581.0,FLEMINGTON BOROUGH POLICE,FLEMINGTON BOROUGH POLICE,False,FLEMINGTON PD,NJ01009,NJ01009,NJ0100900,,,0.0,2,0,1,1,0,15,15,605,4531,16,1.0,3.0,"CSLLEA14,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,100 MAIN ST,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",10.0,6,29.0,4591.0,08822
360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRINCETON UNIVERSITY PD,,,NJ011019E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,WHARTON,WHARTON POLICE,NJ,10 ROBERTS STREET, ,07885,0.0,Wharton, ,7.0, ,MORRIS,MORRIS,1,21,11534930.0,11534930.0,0,0,1.0,District of New Jersey,27.0,27.0,34.0,34027.0,34027,80390.0,34.0,312014019.0,40.858581,-74.547427, ,645118.0, , , , , ,-1.0,WHARTON BOROUGH,6522.0,WHARTON POLICE,WHARTON POLICE,False,WHARTON BORO PD,NJ01439,NJ01439,NJ0143900,,,0.0,2,0,0,0,1,20,21,605,6636,21,1.0,3.0,"CSLLEA14,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,10 ROBERT ST,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",14.0,6,29.0,6589.0,07885
362,TOMS RIVER,OCEAN COUNTY SHERIFF'S OFFICE,NJ,PO BOX 2191,120 HOOPER AVE,08754,1.0,TOMS RIVER, ,2.0,03 04,OCEAN,OCEAN,118,140,12589740.0,12589740.0,0,0,1.0,District of New Jersey,29.0,29.0,34.0,34029.0,34029,99029.0,34.0,311015015.0,39.865669,-74.258864, ,644913.0, , , , , ,3.11015015021e+15,OCEAN COUNTY,576567.0,OCEAN COUNTY SHERIFF'S OFFICE,OCEAN COUNTY SHERIFF'S OFFICE,True,OCEAN CO SHERIFF'S DEPT,NJ01500,NJ01500,NJ0150000,,,0.0,2,66,19,85,55,119,174,607,0,259,1.0,1.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,120 HOOPER AVE,888.0,888.0,-1.0,_Not a Census place,15.0,9D,29.0,0.0,08753
363,COLUMBUS,MANSFIELD TOWNSHIP POLICE,NJ,190A ATLANTIC AVENUE,P.O. BOX 177,08022,0.0,COLUMBUS, ,3.0, ,BURLINGTON,BURLINGTON,3,14,12493180.0,12493180.0,3,2,1.0,District of New Jersey,5.0,5.0,34.0,34005.0,34005,43290.0,34.0,313003014.0,39.875786,-74.663006, ,644812.0, , , , , ,3.13003014026e+15,MANSFIELD TOWNSHIP,8544.0,MANSFIELD TOWNSHIP POLICE,MANSFIELD TOWNSHIP POLICE,False,MANSFIELD TWP PD,NJ00319,NJ00319,NJ0031900,,,0.0,2,1,0,1,0,11,11,654,8568,12,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,PO BOX 177,888.0,888.0,-1.0,_Not a Census place,3.0,6,29.0,8603.0,08022
364,NEWTON,NEWTON POLICE,NJ,39 TRINITY STREET, ,07860,0.0,Newton, ,5.0, ,-3,SUSSEX,24,25,12043180.0,12043180.0,15,2,1.0,District of New Jersey,37.0,37.0,34.0,34037.0,34037,51930.0,34.0,312019006.0,41.137424,-74.691855, ,644895.0, , , , , ,3.12019006026e+15,NEWTON TOWN,7997.0,NEWTON POLICE,NEWTON POLICE,False,NEWTON PD,NJ01915,NJ01915,NJ0191500,,,0.0,2,5,0,5,4,22,26,605,7897,31,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,39 TRINITY ST,888.0,888.0,63137.0,"Newton, NJ Urban Cluster",19.0,6,29.0,7999.0,07860
365,WYCKOFF,WYCKOFF TOWNSHIP POLICE,NJ,SCOTT PLAZA,340 FRANKLIN AVENUE,07481,0.0,Wyckoff, ,5.0, ,BERGEN,BERGEN,8,25,13825080.0,13825080.0,9,0,1.0,District of New Jersey,3.0,3.0,34.0,34003.0,34003,83050.0,34.0,313002009.0,40.959648,-74.07486, ,645137.0, , , , , ,-1.0,WYCKOFF TOWNSHIP,16696.0,WYCKOFF TOWNSHIP POLICE,WYCKOFF TOWNSHIP POLICE,False,WYCKOFF TWP PD,NJ00270,NJ00270,NJ0027000,,,0.0,2,0,1,1,6,22,28,607,17011,29,1.0,3.0,"CSLLEA14,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,1 Scott Plaza,888.0,888.0,-1.0,_Not a Census place,2.0,5,29.0,16885.0,07481
366,STONE HARBOR,STONE HARBOR BOROUGH POLICE,NJ,9508 2ND AVENUE, ,08247,0.0,STONE HARBOR, ,2.0, ,CAPE MAY,CAPE MAY,6,17,11423030.0,11423030.0,13,3,1.0,District of New Jersey,9.0,9.0,34.0,34009.0,34009,71010.0,34.0,312005007.0,39.086142,-74.847716, ,645050.0, , , , , ,-1.0,STONE HARBOR BOROUGH,866.0,STONE HARBOR BOROUGH POLICE,STONE HARBOR BOROUGH POLICE,False,STONE HARBOR BORO PD,NJ00510,NJ00510,NJ0051000,,,0.0,2,6,1,7,0,17,17,620,842,24,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,9508 2ND AVE,888.0,888.0,3898.0,"Atlantic City, NJ Urbanized Area",5.0,7,29.0,864.0,08247
367,MANTOLOKING,MANTOLOKING POLICE,NJ,202 DOWNER AVENUE, ,08738,0.0,MANTOLOKING, ,3.0, ,OCEAN,OCEAN,1,8,12153160.0,12153160.0,0,0,1.0,District of New Jersey,29.0,29.0,34.0,34029.0,34029,43380.0,34.0,312015009.0,39.865669,-74.258864, ,644813.0, , , , , ,3.12015009026e+15,MANTOLOKING BOROUGH,296.0,MANTOLOKING POLICE,MANTOLOKING POLICE,False,MANTOLOKING BORO PD,NJ01519,NJ01519,NJ0151900,,,0.0,2,1,1,2,0,7,7,607,253,9,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,1303 BAY AVE,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",15.0,7,29.0,299.0,08738
368,SOUTH HACKENSACK,SOUTH HACKENSACK POLICE,NJ,227 PHILLIPS AVENUE, ,07606,0.0,SOUTH HACKENSACK, ,9.0, ,BERGEN,BERGEN,2,18,11343040.0,11343040.0,0,0,1.0,District of New Jersey,3.0,3.0,34.0,34003.0,34003,68970.0,34.0,313002006.0,40.959648,-74.07486, ,645032.0, , , , , ,-1.0,SOUTH HACKENSACK TOWNSHIP,2378.0,SOUTH HACKENSACK POLICE,SOUTH HACKENSACK POLICE DEPARTMENT,False,SOUTH HACKENSACK PD,NJ00259,NJ00259,NJ0025900,,,0.0,2,0,0,0,1,17,18,607,2458,18,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,227 PHILLIPS AVE,888.0,888.0,-1.0,_Not a Census place,2.0,7,29.0,2405.0,07606
369,MANTUA,MANTUA TOWNSHIP POLICE,NJ,405 MAIN STREET, ,08051,0.0,Mantua, ,2.0, ,GLOUCESTER,GLOUCESTER,2,27,12423180.0,12423180.0,0,2,1.0,District of New Jersey,15.0,15.0,34.0,34015.0,34015,43440.0,34.0,313008008.0,39.721019,-75.143708, ,644814.0, , , , , ,-1.0,MANTUA TOWNSHIP,15217.0,MANTUA TOWNSHIP POLICE,MANTUA TOWNSHIP POLICE,False,MANTUA TWP PD,NJ00810,NJ00810,NJ0081000,,,0.0,2,2,1,3,0,24,24,654,15105,27,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,405 MAIN ST,888.0,888.0,-1.0,_Not a Census place,8.0,5,29.0,15334.0,08051
370,MILFORD,HOLLAND TOWNSHIP POLICE,NJ,61 CHURCH ROAD, ,08848,0.0,Milford, ,7.0, ,HUNTERDON,HUNTERDON,1,6,11673180.0,11673180.0,0,0,1.0,District of New Jersey,19.0,19.0,34.0,34019.0,34019,32460.0,34.0,313010007.0,40.565283,-74.911969, ,644738.0, , , , , ,-1.0,HOLLAND TOWNSHIP,5291.0,HOLLAND TOWNSHIP POLICE,HOLLAND TOWNSHIP POLICE,False,HOLLAND TWP PD,NJ01015,NJ01015,NJ0101500,,,0.0,2,1,0,1,0,6,6,605,5211,7,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,61 CHURCH RD,888.0,888.0,-1.0,_Not a Census place,10.0,6,29.0,5304.0,08848
371,HACKENSACK,HACKENSACK POLICE,NJ,225 STATE STREET, ,07601,0.0,HACKENSACK, ,5.0, ,-3,BERGEN,12,117,12763200.0,12763200.0,0,0,1.0,District of New Jersey,3.0,3.0,34.0,34003.0,34003,28680.0,34.0,312002023.0,40.959648,-74.07486, ,644696.0, ,20,113,0,0,3.12002023026e+15,HACKENSACK CITY,43010.0,HACKENSACK POLICE,HACKENSACK POLICE,False,HACKENSACK PD,NJ00223,NJ00223,NJ0022300,,,0.0,2,12,6,18,9,105,114,607,44451,132,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,225 STATE ST,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",2.0,4,29.0,43499.0,07601
372,LAKE HOPATCONG,JEFFERSON TOWNSHIP POLICE,NJ,1033 WELDON ROAD, ,07849,0.0,Lake Hopatcong, ,11.0, ,MORRIS,MORRIS,10,39,11043120.0,11043120.0,4,0,1.0,District of New Jersey,27.0,27.0,34.0,34027.0,34027,34980.0,34.0,313014008.0,40.858581,-74.547427, ,644759.0, , , , , ,-1.0,JEFFERSON TOWNSHIP,21314.0,JEFFERSON TOWNSHIP POLICE,JEFFERSON TOWNSHIP POLICE,False,JEFFERSON TWP PD,NJ01414,NJ01414,NJ0141400,,,0.0,2,5,0,5,2,36,38,605,21573,43,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,1033 WELDON RD,888.0,888.0,-1.0,_Not a Census place,14.0,5,29.0,21539.0,07849
373,RIVER VALE,RIVER VALE POLICE,NJ,334 RIVER VALE ROAD, ,07675,0.0,Rivervale, ,5.0, ,BERGEN,BERGEN,3,21,12283010.0,12283010.0,0,0,1.0,District of New Jersey,3.0,3.0,34.0,34003.0,34003,63690.0,34.0,313002003.0,40.959648,-74.07486, ,644986.0, ,2,20,0,0,-1.0,RIVER VALE TOWNSHIP,9659.0,RIVER VALE POLICE,RIVER VALE POLICE,False,RIVER VALE PD,NJ00253,NJ00253,NJ0025300,,,0.0,2,2,1,3,0,18,18,607,9992,21,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,334 RIVERVALE RD,888.0,888.0,-1.0,_Not a Census place,2.0,6,29.0,9771.0,07675
374,CHESTERFIELD,CHESTERFIELD TOWNSHIP POLICE,NJ,300 BORDENTOWN-CHESTERFIELD RD., ,08515,0.0,Chesterfield, ,3.0, ,BURLINGTON,BURLINGTON,1,10,12583240.0,12583240.0,0,1,1.0,District of New Jersey,5.0,5.0,34.0,34005.0,34005,12670.0,34.0,313003004.0,39.875786,-74.663006, ,644583.0, ,1,10,0,1,-1.0,CHESTERFIELD TOWNSHIP,7699.0,CHESTERFIELD TOWNSHIP POLICE,CHESTERFIELD TOWNSHIP POLICE,False,CHESTERFIELD TWP PD,NJ00307,NJ00307,NJ0030700,,,0.0,2,1,0,1,0,10,10,654,7770,11,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,300 BORDENTOWN CHESTERFIELD RD,888.0,888.0,-1.0,_Not a Census place,3.0,6,29.0,7745.0,08515
375,HANCOCKS BRIDGE,C/O LOWER ALLOWAYS CREEK TWP,NJ, , ,08038,0.0,, ,2.0, ,,SALEM,,,-1.0,,,,1.0,District of New Jersey,33.0,33.0,34.0,34033.0,,21330.0,34.0,313017002.0,39.573828,-75.357356,,,,,,,,-1.0,ELSINBORO TOWNSHIP,1036.0,ELSINBORO TWP PD SALEM,,,ELSINBORO TWP PD,NJ01703,,NJ0170300,,,0.0,,,,,,,,,,,1.0,,,0.0,1.0,1.0,1.0,1.0,0.0,,NEW JERSEY,,888.0,888.0,-1.0,_Not a Census place,17.0,7,29.0,1038.0,
376,MAPLE SHADE,MAPLE SHADE TOWNSHIP POLICE,NJ,200 STILES AVENUE, ,08052,0.0,Maple Shade, ,1.0, ,BURLINGTON,BURLINGTON,9,34,12433100.0,12433100.0,0,1,1.0,District of New Jersey,5.0,5.0,34.0,34005.0,34005,43740.0,34.0,313003015.0,39.875786,-74.663006, ,644816.0, , , , , ,3.13003015026e+15,MAPLE SHADE TOWNSHIP,19131.0,MAPLE SHADE TOWNSHIP POLICE,MAPLE SHADE TOWNSHIP POLICE,False,MAPLE SHADE PD,NJ00320,NJ00320,NJ0032000,,,0.0,2,4,1,5,0,29,29,654,19024,34,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,200 STILES AVE,888.0,888.0,-1.0,_Not a Census place,3.0,5,29.0,19261.0,08052
377,WEST LONG BRANCH,WEST LONG BRANCH POLICE,NJ,95 POPLAR AVENUE, ,07748,0.0,West Long Branch, ,6.0, ,MONMOUTH,MONMOUTH,6,21,11634940.0,11634940.0,4,1,1.0,District of New Jersey,25.0,25.0,34.0,34025.0,34025,79310.0,34.0,312013037.0,40.287056,-74.152446, ,645108.0, , , , , ,-1.0,WEST LONG BRANCH BOROUGH,8097.0,WEST LONG BRANCH POLICE,WEST LONG BRANCH POLICE,False,WEST LONG BRANCH PD,NJ01353,NJ01353,NJ0135300,,,0.0,2,2,2,4,2,19,21,607,8615,25,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,965 BROADWAY,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",13.0,6,29.0,8145.0,07764
378,HACKENSACK,BERGEN COUNTY SHERIFF'S OFFICE,NJ,10 MAIN ST,JUSTICE CENTER,07601,1.0,Hackensack, ,5.0,08 09,-3,BERGEN,81,452,12759140.0,12759140.0,4,0,1.0,District of New Jersey,3.0,3.0,34.0,34003.0,34003,99003.0,34.0,311002002.0,40.959648,-74.07486, ,644515.0, ,79,439,9,0,3.11002002021e+15,BERGEN COUNTY,905116.0,BERGEN COUNTY SHERIFF'S OFFICE,BERGEN COUNTY SHERIFF'S OFFICE,False,BERGEN CO SHERIFF'S DEPT,NJ00200,NJ00200,NJ0020000,,,0.0,2,50,48,98,28,379,407,607,0,505,1.0,1.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,10 MAIN ST.,888.0,888.0,-1.0,_Not a Census place,2.0,9D,29.0,0.0,07601
379,NEW MILFORD,NEW MILFORD POLICE,NJ,930 RIVER ROAD, ,07646,0.0,New Milford, ,5.0, ,BERGEN,BERGEN,2,31,12843130.0,12843130.0,1,0,1.0,District of New Jersey,3.0,3.0,34.0,34003.0,34003,51660.0,34.0,312002036.0,40.959648,-74.07486, ,644893.0, , , , , ,3.12002036026e+15,NEW MILFORD BOROUGH,16341.0,NEW MILFORD POLICE,NEW MILFORD POLICE,False,NEW MILFORD PD,NJ00238,NJ00238,NJ0023800,,,0.0,2,3,0,3,0,34,34,607,16650,37,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,930 RIVER RD,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",2.0,5,29.0,16529.0,07646
380,HALEDON,HALEDON BOROUGH POLICE,NJ,510 BELMONT AVE., ,07508,0.0,Haledon, ,9.0, ,PASSAIC,PASSAIC,2,17,12013240.0,12013240.0,4,22,1.0,District of New Jersey,31.0,31.0,34.0,34031.0,34031,29070.0,34.0,312016003.0,41.033763,-74.300307, ,644701.0, , , , , ,-1.0,HALEDON BOROUGH,8318.0,HALEDON BOROUGH POLICE,HALEDON BOROUGH POLICE,False,HALEDON PD,NJ01603,NJ01603,NJ0160300,,,0.0,2,0,2,2,1,16,17,607,8413,19,1.0,3.0,"CSLLEA14,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,510 BELMONT AVE,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",16.0,6,29.0,8372.0,07508
381,NEW BRUNSWICK,NEW BRUNSWICK POLICE,NJ,25 KIRKPATRIC STREET, ,08901,0.0,New Brunswick, ,6.0, ,MIDDLESEX,MIDDLESEX,30,138,12913190.0,12913190.0,1,0,1.0,District of New Jersey,23.0,23.0,34.0,34023.0,34023,51210.0,34.0,312012009.0,40.439593,-74.407585, ,644880.0, ,31,136,3,0,3.12012009026e+15,NEW BRUNSWICK CITY,55181.0,NEW BRUNSWICK POLICE,NEW BRUNSWICK CITY POLICE,False,NEW BRUNSWICK PD,NJ01214,NJ01214,NJ0121400,,,0.0,2,15,5,20,14,123,137,607,56193,157,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,25 KIRKPATRICK ST,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",12.0,3,29.0,55717.0,08901
382,HO-HO-KUS,HO-HO-KUS POLICE,NJ,55 SYCAMURE AVENUE, ,07423,0.0,Ho Ho Kus, ,5.0, ,BERGEN,BERGEN,4,16,11473170.0,11473170.0,2,0,1.0,District of New Jersey,3.0,3.0,34.0,34003.0,34003,32310.0,34.0,312002028.0,40.959648,-74.07486, ,644737.0, , , , , ,3.12002028026e+15,HO-HO-KUS BOROUGH,4078.0,HO-HO-KUS POLICE,HOHOKUS POLICE,False,HO-HO-KUS PD,NJ00228,NJ00228,NJ0022800,,,0.0,2,2,2,4,2,14,16,607,4142,20,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,55 SYCAMORE AVE,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",2.0,6,29.0,4124.0,07423
